period,subba,subba-name,parent,parent-name,value,value-units
2024-05-25T00,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,9442,megawatthours
2024-05-25T00,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,11384,megawatthours
2024-05-25T00,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,1306,megawatthours
2024-05-25T00,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,74,megawatthours
2024-05-25T00,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",19456,megawatthours
2024-05-25T00,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",2433,megawatthours
2024-05-25T00,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6839,megawatthours
2024-05-25T00,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",18071,megawatthours
2024-05-25T00,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",2047,megawatthours
2024-05-25T00,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",12560,megawatthours
2024-05-25T00,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",6229,megawatthours
2024-05-25T00,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",1858,megawatthours
2024-05-25T00,4001,ISNE - Maine,ISNE,ISO New England,1313,megawatthours
2024-05-25T00,4002,ISNE - New Hampshire,ISNE,ISO New England,1496,megawatthours
2024-05-25T00,4003,ISNE - Vermont,ISNE,ISO New England,579,megawatthours
2024-05-25T00,4004,ISNE - Connecticut,ISNE,ISO New England,3825,megawatthours
2024-05-25T00,4005,ISNE - Rhode Island,ISNE,ISO New England,1020,megawatthours
2024-05-25T00,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1888,megawatthours
2024-05-25T00,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,2102,megawatthours
2024-05-25T00,4008,ISNE - Northeast Mass.,ISNE,ISO New England,3153,megawatthours
2024-05-25T00,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10265,megawatthours
2024-05-25T00,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",5329,megawatthours
2024-05-25T00,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",11022,megawatthours
2024-05-25T00,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",19396,megawatthours
2024-05-25T00,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10756,megawatthours
2024-05-25T00,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",25185,megawatthours
2024-05-25T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1920,megawatthours
2024-05-25T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1176,megawatthours
2024-05-25T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1786,megawatthours
2024-05-25T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,651,megawatthours
2024-05-25T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,828,megawatthours
2024-05-25T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1488,megawatthours
2024-05-25T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1428,megawatthours
2024-05-25T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,397,megawatthours
2024-05-25T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,844,megawatthours
2024-05-25T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,6691,megawatthours
2024-05-25T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,3088,megawatthours
2024-05-25T00,AE,Atlantic Electric zone - PJM,PJM,"PJM Interconnection, LLC",1719,megawatthours
2024-05-25T00,AEP,American Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",17325,megawatthours
2024-05-25T00,AP,Allegheny Power zone - PJM,PJM,"PJM Interconnection, LLC",6620,megawatthours
2024-05-25T00,ATSI,"American Transmission Systems, Inc. zone - PJM",PJM,"PJM Interconnection, LLC",9072,megawatthours
2024-05-25T00,BC,Baltimore Gas null zone - PJM,PJM,"PJM Interconnection, LLC",4448,megawatthours
2024-05-25T00,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",11446,megawatthours
2024-05-25T00,DAY,Dayton Power null zone - PJM,PJM,"PJM Interconnection, LLC",2430,megawatthours
2024-05-25T00,DEOK,Duke Energy Ohio/Kentucky zone  - PJM,PJM,"PJM Interconnection, LLC",3715,megawatthours
2024-05-25T00,DOM,Dominion Virginia Power zone - PJM,PJM,"PJM Interconnection, LLC",16109,megawatthours
2024-05-25T00,DPL,Delmarva Power null zone - PJM,PJM,"PJM Interconnection, LLC",2578,megawatthours
2024-05-25T00,DUQ,Duquesne Lighting Company zone - PJM,PJM,"PJM Interconnection, LLC",1969,megawatthours
2024-05-25T00,EKPC,East Kentucky Power Cooperative zone - PJM,PJM,"PJM Interconnection, LLC",1750,megawatthours
2024-05-25T00,JC,Jersey Central Power null zone - PJM,PJM,"PJM Interconnection, LLC",3747,megawatthours
2024-05-25T00,ME,Metropolitan Edison zone - PJM,PJM,"PJM Interconnection, LLC",2105,megawatthours
2024-05-25T00,PE,PECO Energy zone - PJM,PJM,"PJM Interconnection, LLC",5412,megawatthours
2024-05-25T00,PEP,Potomac Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",4007,megawatthours
2024-05-25T00,PL,Pennsylvania Power  zone - PJM,PJM,"PJM Interconnection, LLC",5340,megawatthours
2024-05-25T00,PN,Pennsylvania Electric zone - PJM,PJM,"PJM Interconnection, LLC",2178,megawatthours
2024-05-25T00,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",6579,megawatthours
2024-05-25T00,RECO,Rockland Electric (East) zone - PJM,PJM,"PJM Interconnection, LLC",240,megawatthours
2024-05-25T00,ACMA,City of Acoma Pueblo - PNM,PNM,Public Service Company of New Mexico,2,megawatthours
2024-05-25T00,CYGA,PNM-CYGA,PNM,Public Service Company of New Mexico,20,megawatthours
2024-05-25T00,Frep,Frep - PNM,PNM,Public Service Company of New Mexico,66,megawatthours
2024-05-25T00,Jica,Jicarilla Apache Nation - PNM,PNM,Public Service Company of New Mexico,2,megawatthours
2024-05-25T00,KAFB,KAFB - PNM,PNM,Public Service Company of New Mexico,55,megawatthours
2024-05-25T00,KCEC,KCEC - PNM,PNM,Public Service Company of New Mexico,6,megawatthours
2024-05-25T00,LAC,Los Alamos County - PNM,PNM,Public Service Company of New Mexico,53,megawatthours
2024-05-25T00,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1289,megawatthours
2024-05-25T00,TSGT,TSGT - PNM,PNM,Public Service Company of New Mexico,298,megawatthours
2024-05-25T00,CSWS,AEPW American Electric Power West - SWPP,SWPP,Southwest Power Pool,7146,megawatthours
2024-05-25T00,EDE,Empire District Electric Company - SWPP,SWPP,Southwest Power Pool,740,megawatthours
2024-05-25T00,GRDA,Grand River Dam Authority - SWPP,SWPP,Southwest Power Pool,965,megawatthours
2024-05-25T00,INDN,Independence Power null - SWPP,SWPP,Southwest Power Pool,155,megawatthours
2024-05-25T00,KACY,Kansas City Board of Public Utilities - SWPP,SWPP,Southwest Power Pool,323,megawatthours
2024-05-25T00,KCPL,Kansas City Power & Light - SWPP,SWPP,Southwest Power Pool,2159,megawatthours
2024-05-25T00,LES,Lincoln Electric System - SWPP,SWPP,Southwest Power Pool,417,megawatthours
2024-05-25T00,MPS,KCP&L Greater Missouri Operations - SWPP,SWPP,Southwest Power Pool,1240,megawatthours
2024-05-25T00,NPPD,Nebraska Public Power District - SWPP,SWPP,Southwest Power Pool,1657,megawatthours
2024-05-25T00,OKGE,Oklahoma Gas and Electric Co. - SWPP,SWPP,Southwest Power Pool,5120,megawatthours
2024-05-25T00,OPPD,Omaha Public Power District - SWPP,SWPP,Southwest Power Pool,1722,megawatthours
2024-05-25T00,SECI,Sunflower Electric - SWPP,SWPP,Southwest Power Pool,736,megawatthours
2024-05-25T00,SPRM,City of Springfield - SWPP,SWPP,Southwest Power Pool,535,megawatthours
2024-05-25T00,SPS,Southwestern Public Service Company - SWPP,SWPP,Southwest Power Pool,4738,megawatthours
2024-05-25T00,WAUE,Western Area Power Upper Great Plains East - SWPP,SWPP,Southwest Power Pool,3816,megawatthours
2024-05-25T00,WFEC,Western Farmers Electric Cooperative - SWPP,SWPP,Southwest Power Pool,1427,megawatthours
2024-05-25T00,WR,Westar Energy - SWPP,SWPP,Southwest Power Pool,4139,megawatthours
2024-05-24T23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,9568,megawatthours
2024-05-24T23,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,11947,megawatthours
2024-05-24T23,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,1388,megawatthours
2024-05-24T23,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,75,megawatthours
2024-05-24T23,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",20185,megawatthours
2024-05-24T23,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",2486,megawatthours
2024-05-24T23,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6767,megawatthours
2024-05-24T23,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",19331,megawatthours
2024-05-24T23,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",1964,megawatthours
2024-05-24T23,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",12644,megawatthours
2024-05-24T23,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",6427,megawatthours
2024-05-24T23,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",1865,megawatthours
2024-05-24T23,4001,ISNE - Maine,ISNE,ISO New England,1343,megawatthours
2024-05-24T23,4002,ISNE - New Hampshire,ISNE,ISO New England,1546,megawatthours
2024-05-24T23,4003,ISNE - Vermont,ISNE,ISO New England,534,megawatthours
2024-05-24T23,4004,ISNE - Connecticut,ISNE,ISO New England,3940,megawatthours
2024-05-24T23,4005,ISNE - Rhode Island,ISNE,ISO New England,1044,megawatthours
2024-05-24T23,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1914,megawatthours
2024-05-24T23,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,2132,megawatthours
2024-05-24T23,4008,ISNE - Northeast Mass.,ISNE,ISO New England,3261,megawatthours
2024-05-24T23,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10343,megawatthours
2024-05-24T23,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",5410,megawatthours
2024-05-24T23,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",11530,megawatthours
2024-05-24T23,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",19743,megawatthours
2024-05-24T23,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",11019,megawatthours
2024-05-24T23,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",25877,megawatthours
2024-05-24T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1937,megawatthours
2024-05-24T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1128,megawatthours
2024-05-24T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1713,megawatthours
2024-05-24T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,649,megawatthours
2024-05-24T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,771,megawatthours
2024-05-24T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1483,megawatthours
2024-05-24T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1441,megawatthours
2024-05-24T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,422,megawatthours
2024-05-24T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,884,megawatthours
2024-05-24T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,6960,megawatthours
2024-05-24T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,3201,megawatthours
2024-05-24T23,AE,Atlantic Electric zone - PJM,PJM,"PJM Interconnection, LLC",1763,megawatthours
2024-05-24T23,AEP,American Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",17922,megawatthours
2024-05-24T23,AP,Allegheny Power zone - PJM,PJM,"PJM Interconnection, LLC",6871,megawatthours
2024-05-24T23,ATSI,"American Transmission Systems, Inc. zone - PJM",PJM,"PJM Interconnection, LLC",9573,megawatthours
2024-05-24T23,BC,Baltimore Gas null zone - PJM,PJM,"PJM Interconnection, LLC",4613,megawatthours
2024-05-24T23,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",11668,megawatthours
2024-05-24T23,DAY,Dayton Power null zone - PJM,PJM,"PJM Interconnection, LLC",2513,megawatthours
2024-05-24T23,DEOK,Duke Energy Ohio/Kentucky zone  - PJM,PJM,"PJM Interconnection, LLC",3836,megawatthours
2024-05-24T23,DOM,Dominion Virginia Power zone - PJM,PJM,"PJM Interconnection, LLC",16518,megawatthours
2024-05-24T23,DPL,Delmarva Power null zone - PJM,PJM,"PJM Interconnection, LLC",2633,megawatthours
2024-05-24T23,DUQ,Duquesne Lighting Company zone - PJM,PJM,"PJM Interconnection, LLC",2033,megawatthours
2024-05-24T23,EKPC,East Kentucky Power Cooperative zone - PJM,PJM,"PJM Interconnection, LLC",1833,megawatthours
2024-05-24T23,JC,Jersey Central Power null zone - PJM,PJM,"PJM Interconnection, LLC",3928,megawatthours
2024-05-24T23,ME,Metropolitan Edison zone - PJM,PJM,"PJM Interconnection, LLC",2181,megawatthours
2024-05-24T23,PE,PECO Energy zone - PJM,PJM,"PJM Interconnection, LLC",5727,megawatthours
2024-05-24T23,PEP,Potomac Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",4148,megawatthours
2024-05-24T23,PL,Pennsylvania Power  zone - PJM,PJM,"PJM Interconnection, LLC",5493,megawatthours
2024-05-24T23,PN,Pennsylvania Electric zone - PJM,PJM,"PJM Interconnection, LLC",2213,megawatthours
2024-05-24T23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",6764,megawatthours
2024-05-24T23,RECO,Rockland Electric (East) zone - PJM,PJM,"PJM Interconnection, LLC",259,megawatthours
2024-05-24T23,ACMA,City of Acoma Pueblo - PNM,PNM,Public Service Company of New Mexico,2,megawatthours
2024-05-24T23,CYGA,PNM-CYGA,PNM,Public Service Company of New Mexico,20,megawatthours
2024-05-24T23,Frep,Frep - PNM,PNM,Public Service Company of New Mexico,66,megawatthours
2024-05-24T23,Jica,Jicarilla Apache Nation - PNM,PNM,Public Service Company of New Mexico,2,megawatthours
2024-05-24T23,KAFB,KAFB - PNM,PNM,Public Service Company of New Mexico,56,megawatthours
