period,subba,subba-name,parent,parent-name,value,value-units
2024-09-09T00,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,13336,megawatthours
2024-09-09T00,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,22575,megawatthours
2024-09-09T00,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,4192,megawatthours
2024-09-09T00,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,132,megawatthours
2024-09-09T00,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",16527,megawatthours
2024-09-09T00,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",1949,megawatthours
2024-09-09T00,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",7208,megawatthours
2024-09-09T00,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",16861,megawatthours
2024-09-09T00,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",1947,megawatthours
2024-09-09T00,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",9802,megawatthours
2024-09-09T00,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",4780,megawatthours
2024-09-09T00,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",1458,megawatthours
2024-09-09T00,4001,ISNE - Maine,ISNE,ISO New England,1321,megawatthours
2024-09-09T00,4002,ISNE - New Hampshire,ISNE,ISO New England,1277,megawatthours
2024-09-09T00,4003,ISNE - Vermont,ISNE,ISO New England,590,megawatthours
2024-09-09T00,4004,ISNE - Connecticut,ISNE,ISO New England,3031,megawatthours
2024-09-09T00,4005,ISNE - Rhode Island,ISNE,ISO New England,900,megawatthours
2024-09-09T00,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1046,megawatthours
2024-09-09T00,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,1774,megawatthours
2024-09-09T00,4008,ISNE - Northeast Mass.,ISNE,ISO New England,2622,megawatthours
2024-09-09T00,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",11581,megawatthours
2024-09-09T00,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",4588,megawatthours
2024-09-09T00,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",9215,megawatthours
2024-09-09T00,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",16332,megawatthours
2024-09-09T00,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",9765,megawatthours
2024-09-09T00,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",22399,megawatthours
2024-09-09T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1657,megawatthours
2024-09-09T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1061,megawatthours
2024-09-09T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1618,megawatthours
2024-09-09T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,630,megawatthours
2024-09-09T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,839,megawatthours
2024-09-09T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1334,megawatthours
2024-09-09T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1069,megawatthours
2024-09-09T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,290,megawatthours
2024-09-09T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,644,megawatthours
2024-09-09T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5246,megawatthours
2024-09-09T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2385,megawatthours
2024-09-09T00,AE,Atlantic Electric zone - PJM,PJM,"PJM Interconnection, LLC",1221,megawatthours
2024-09-09T00,AEP,American Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",13448,megawatthours
2024-09-09T00,AP,Allegheny Power zone - PJM,PJM,"PJM Interconnection, LLC",4967,megawatthours
2024-09-09T00,ATSI,"American Transmission Systems, Inc. zone - PJM",PJM,"PJM Interconnection, LLC",6782,megawatthours
2024-09-09T00,BC,Baltimore Gas null zone - PJM,PJM,"PJM Interconnection, LLC",3226,megawatthours
2024-09-09T00,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",9444,megawatthours
2024-09-09T00,DAY,Dayton Power null zone - PJM,PJM,"PJM Interconnection, LLC",1679,megawatthours
2024-09-09T00,DEOK,Duke Energy Ohio/Kentucky zone  - PJM,PJM,"PJM Interconnection, LLC",2666,megawatthours
2024-09-09T00,DOM,Dominion Virginia Power zone - PJM,PJM,"PJM Interconnection, LLC",13845,megawatthours
2024-09-09T00,DPL,Delmarva Power null zone - PJM,PJM,"PJM Interconnection, LLC",1965,megawatthours
2024-09-09T00,DUQ,Duquesne Lighting Company zone - PJM,PJM,"PJM Interconnection, LLC",1383,megawatthours
2024-09-09T00,EKPC,East Kentucky Power Cooperative zone - PJM,PJM,"PJM Interconnection, LLC",1372,megawatthours
2024-09-09T00,JC,Jersey Central Power null zone - PJM,PJM,"PJM Interconnection, LLC",2468,megawatthours
2024-09-09T00,ME,Metropolitan Edison zone - PJM,PJM,"PJM Interconnection, LLC",1524,megawatthours
2024-09-09T00,PE,PECO Energy zone - PJM,PJM,"PJM Interconnection, LLC",3969,megawatthours
2024-09-09T00,PEP,Potomac Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",3027,megawatthours
2024-09-09T00,PL,Pennsylvania Power  zone - PJM,PJM,"PJM Interconnection, LLC",4153,megawatthours
2024-09-09T00,PN,Pennsylvania Electric zone - PJM,PJM,"PJM Interconnection, LLC",1713,megawatthours
2024-09-09T00,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",4616,megawatthours
2024-09-09T00,RECO,Rockland Electric (East) zone - PJM,PJM,"PJM Interconnection, LLC",160,megawatthours
2024-09-09T00,ACMA,City of Acoma Pueblo - PNM,PNM,Public Service Company of New Mexico,2,megawatthours
2024-09-09T00,CYGA,PNM-CYGA,PNM,Public Service Company of New Mexico,24,megawatthours
2024-09-09T00,Frep,Frep - PNM,PNM,Public Service Company of New Mexico,79,megawatthours
2024-09-09T00,Jica,Jicarilla Apache Nation - PNM,PNM,Public Service Company of New Mexico,2,megawatthours
2024-09-09T00,KAFB,KAFB - PNM,PNM,Public Service Company of New Mexico,58,megawatthours
2024-09-09T00,KCEC,KCEC - PNM,PNM,Public Service Company of New Mexico,16,megawatthours
2024-09-09T00,LAC,Los Alamos County - PNM,PNM,Public Service Company of New Mexico,57,megawatthours
2024-09-09T00,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1556,megawatthours
2024-09-09T00,TSGT,TSGT - PNM,PNM,Public Service Company of New Mexico,318,megawatthours
2024-09-09T00,CSWS,AEPW American Electric Power West - SWPP,SWPP,Southwest Power Pool,6103,megawatthours
2024-09-09T00,EDE,Empire District Electric Company - SWPP,SWPP,Southwest Power Pool,626,megawatthours
2024-09-09T00,GRDA,Grand River Dam Authority - SWPP,SWPP,Southwest Power Pool,922,megawatthours
2024-09-09T00,INDN,Independence Power null - SWPP,SWPP,Southwest Power Pool,137,megawatthours
2024-09-09T00,KACY,Kansas City Board of Public Utilities - SWPP,SWPP,Southwest Power Pool,291,megawatthours
