period,subba,subba-name,parent,parent-name,value,value-units
2022-11-12T00,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,10298,megawatthours
2022-11-12T00,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,10755,megawatthours
2022-11-12T00,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,1736,megawatthours
2022-11-12T00,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,45,megawatthours
2022-11-12T00,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",12133,megawatthours
2022-11-12T00,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",1712,megawatthours
2022-11-12T00,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",5099,megawatthours
2022-11-12T00,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",13714,megawatthours
2022-11-12T00,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",1224,megawatthours
2022-11-12T00,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7007,megawatthours
2022-11-12T00,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",4176,megawatthours
2022-11-12T00,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",1370,megawatthours
2022-11-12T00,4001,ISNE - Maine,ISNE,ISO New England,1328,megawatthours
2022-11-12T00,4002,ISNE - New Hampshire,ISNE,ISO New England,1312,megawatthours
2022-11-12T00,4003,ISNE - Vermont,ISNE,ISO New England,635,megawatthours
2022-11-12T00,4004,ISNE - Connecticut,ISNE,ISO New England,3304,megawatthours
2022-11-12T00,4005,ISNE - Rhode Island,ISNE,ISO New England,879,megawatthours
2022-11-12T00,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1615,megawatthours
2022-11-12T00,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,1871,megawatthours
2022-11-12T00,4008,ISNE - Northeast Mass.,ISNE,ISO New England,2716,megawatthours
2022-11-12T00,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",11876,megawatthours
2022-11-12T00,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",5530,megawatthours
2022-11-12T00,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",9268,megawatthours
2022-11-12T00,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",17875,megawatthours
2022-11-12T00,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10660,megawatthours
2022-11-12T00,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",18627,megawatthours
2022-11-12T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1715,megawatthours
2022-11-12T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1125,megawatthours
2022-11-12T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1808,megawatthours
2022-11-12T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,655,megawatthours
2022-11-12T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,843,megawatthours
2022-11-12T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1407,megawatthours
