period,subba,subba-name,parent,parent-name,value,value-units
2023-08-06T00,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,13011,megawatthours
2023-08-06T00,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,17116,megawatthours
2023-08-06T00,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,2006,megawatthours
2023-08-06T00,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,102,megawatthours
2023-08-06T00,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",21239,megawatthours
2023-08-06T00,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",3152,megawatthours
2023-08-06T00,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6260,megawatthours
2023-08-06T00,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",26728,megawatthours
2023-08-06T00,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",2225,megawatthours
2023-08-06T00,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",14366,megawatthours
2023-08-06T00,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",6328,megawatthours
2023-08-06T00,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",2500,megawatthours
2023-08-06T00,4001,ISNE - Maine,ISNE,ISO New England,1396,megawatthours
2023-08-06T00,4002,ISNE - New Hampshire,ISNE,ISO New England,1493,megawatthours
2023-08-06T00,4003,ISNE - Vermont,ISNE,ISO New England,604,megawatthours
2023-08-06T00,4004,ISNE - Connecticut,ISNE,ISO New England,4003,megawatthours
2023-08-06T00,4005,ISNE - Rhode Island,ISNE,ISO New England,1230,megawatthours
2023-08-06T00,4006,ISNE - Southeast Mass.,ISNE,ISO New England,2241,megawatthours
2023-08-06T00,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,2127,megawatthours
2023-08-06T00,4008,ISNE - Northeast Mass.,ISNE,ISO New England,3202,megawatthours
