period,subba,subba-name,parent,parent-name,value,value-units
2024-09-12T00,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,12044,megawatthours
2024-09-12T00,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,16123,megawatthours
2024-09-12T00,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,2109,megawatthours
2024-09-12T00,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,104,megawatthours
2024-09-12T00,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",16199,megawatthours
2024-09-12T00,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",2029,megawatthours
2024-09-12T00,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",7003,megawatthours
2024-09-12T00,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",18032,megawatthours
2024-09-12T00,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",1758,megawatthours
2024-09-12T00,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",12038,megawatthours
2024-09-12T00,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",5588,megawatthours
2024-09-12T00,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",1830,megawatthours
2024-09-12T00,4001,ISNE - Maine,ISNE,ISO New England,1377,megawatthours
2024-09-12T00,4002,ISNE - New Hampshire,ISNE,ISO New England,1420,megawatthours
2024-09-12T00,4003,ISNE - Vermont,ISNE,ISO New England,624,megawatthours
2024-09-12T00,4004,ISNE - Connecticut,ISNE,ISO New England,3440,megawatthours
2024-09-12T00,4005,ISNE - Rhode Island,ISNE,ISO New England,1020,megawatthours
2024-09-12T00,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1842,megawatthours
2024-09-12T00,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,2016,megawatthours
2024-09-12T00,4008,ISNE - Northeast Mass.,ISNE,ISO New England,2910,megawatthours
2024-09-12T00,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",13674,megawatthours
2024-09-12T00,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",6434,megawatthours
2024-09-12T00,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",12582,megawatthours
2024-09-12T00,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",22350,megawatthours
2024-09-12T00,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",12651,megawatthours
2024-09-12T00,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",20019,megawatthours
2024-09-12T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1909,megawatthours
2024-09-12T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1269,megawatthours
2024-09-12T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1872,megawatthours
2024-09-12T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,631,megawatthours
2024-09-12T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,900,megawatthours
2024-09-12T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1493,megawatthours
2024-09-12T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1210,megawatthours
2024-09-12T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,333,megawatthours
2024-09-12T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,741,megawatthours
2024-09-12T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,6253,megawatthours
2024-09-12T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2814,megawatthours
2024-09-12T00,AE,Atlantic Electric zone - PJM,PJM,"PJM Interconnection, LLC",1547,megawatthours
2024-09-12T00,AEP,American Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",17541,megawatthours
2024-09-12T00,AP,Allegheny Power zone - PJM,PJM,"PJM Interconnection, LLC",6456,megawatthours
2024-09-12T00,ATSI,"American Transmission Systems, Inc. zone - PJM",PJM,"PJM Interconnection, LLC",9220,megawatthours
2024-09-12T00,BC,Baltimore Gas null zone - PJM,PJM,"PJM Interconnection, LLC",4169,megawatthours
