period,subba,subba-name,parent,parent-name,value,value-units
2023-01-09T00,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,10520,megawatthours
2023-01-09T00,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,9319,megawatthours
2023-01-09T00,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,1371,megawatthours
2023-01-09T00,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,51,megawatthours
2023-01-09T00,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",10081,megawatthours
2023-01-09T00,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",1456,megawatthours
2023-01-09T00,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",4703,megawatthours
2023-01-09T00,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",11521,megawatthours
2023-01-09T00,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",1114,megawatthours
2023-01-09T00,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",6734,megawatthours
2023-01-09T00,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",3373,megawatthours
2023-01-09T00,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",1115,megawatthours
2023-01-09T00,4001,ISNE - Maine,ISNE,ISO New England,1637,megawatthours
2023-01-09T00,4002,ISNE - New Hampshire,ISNE,ISO New England,1588,megawatthours
2023-01-09T00,4003,ISNE - Vermont,ISNE,ISO New England,787,megawatthours
2023-01-09T00,4004,ISNE - Connecticut,ISNE,ISO New England,3761,megawatthours
2023-01-09T00,4005,ISNE - Rhode Island,ISNE,ISO New England,1034,megawatthours
2023-01-09T00,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1938,megawatthours
2023-01-09T00,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,2159,megawatthours
2023-01-09T00,4008,ISNE - Northeast Mass.,ISNE,ISO New England,3040,megawatthours
2023-01-09T00,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",12108,megawatthours
2023-01-09T00,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",5611,megawatthours
2023-01-09T00,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10397,megawatthours
2023-01-09T00,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",18518,megawatthours
2023-01-09T00,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10837,megawatthours
2023-01-09T00,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",17817,megawatthours
2023-01-09T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1821,megawatthours
2023-01-09T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1238,megawatthours
2023-01-09T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2070,megawatthours
2023-01-09T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,782,megawatthours
2023-01-09T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1052,megawatthours
2023-01-09T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1555,megawatthours
2023-01-09T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1277,megawatthours
2023-01-09T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,390,megawatthours
2023-01-09T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,706,megawatthours
2023-01-09T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5660,megawatthours
2023-01-09T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2521,megawatthours
2023-01-09T00,AE,Atlantic Electric zone - PJM,PJM,"PJM Interconnection, LLC",1295,megawatthours
2023-01-09T00,AEP,American Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",16217,megawatthours
2023-01-09T00,AP,Allegheny Power zone - PJM,PJM,"PJM Interconnection, LLC",6489,megawatthours
2023-01-09T00,ATSI,"American Transmission Systems, Inc. zone - PJM",PJM,"PJM Interconnection, LLC",8083,megawatthours
2023-01-09T00,BC,Baltimore Gas null zone - PJM,PJM,"PJM Interconnection, LLC",4043,megawatthours
2023-01-09T00,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",11159,megawatthours
2023-01-09T00,DAY,Dayton Power null zone - PJM,PJM,"PJM Interconnection, LLC",2093,megawatthours
2023-01-09T00,DEOK,Duke Energy Ohio/Kentucky zone  - PJM,PJM,"PJM Interconnection, LLC",3180,megawatthours
2023-01-09T00,DOM,Dominion Virginia Power zone - PJM,PJM,"PJM Interconnection, LLC",15531,megawatthours
2023-01-09T00,DPL,Delmarva Power null zone - PJM,PJM,"PJM Interconnection, LLC",2456,megawatthours
2023-01-09T00,DUQ,Duquesne Lighting Company zone - PJM,PJM,"PJM Interconnection, LLC",1533,megawatthours
2023-01-09T00,EKPC,East Kentucky Power Cooperative zone - PJM,PJM,"PJM Interconnection, LLC",1847,megawatthours
2023-01-09T00,JC,Jersey Central Power null zone - PJM,PJM,"PJM Interconnection, LLC",2874,megawatthours
2023-01-09T00,ME,Metropolitan Edison zone - PJM,PJM,"PJM Interconnection, LLC",2011,megawatthours
2023-01-09T00,PE,PECO Energy zone - PJM,PJM,"PJM Interconnection, LLC",4797,megawatthours
2023-01-09T00,PEP,Potomac Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",3738,megawatthours
2023-01-09T00,PL,Pennsylvania Power  zone - PJM,PJM,"PJM Interconnection, LLC",5384,megawatthours
2023-01-09T00,PN,Pennsylvania Electric zone - PJM,PJM,"PJM Interconnection, LLC",2118,megawatthours
2023-01-09T00,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",5183,megawatthours
2023-01-09T00,RECO,Rockland Electric (East) zone - PJM,PJM,"PJM Interconnection, LLC",0,megawatthours
2023-01-09T00,CYGA,PNM-CYGA,PNM,Public Service Company of New Mexico,22,megawatthours
2023-01-09T00,Frep,Frep - PNM,PNM,Public Service Company of New Mexico,81,megawatthours
2023-01-09T00,Jica,Jicarilla Apache Nation - PNM,PNM,Public Service Company of New Mexico,2,megawatthours
2023-01-09T00,KAFB,KAFB - PNM,PNM,Public Service Company of New Mexico,43,megawatthours
2023-01-09T00,KCEC,KCEC - PNM,PNM,Public Service Company of New Mexico,39,megawatthours
2023-01-09T00,LAC,Los Alamos County - PNM,PNM,Public Service Company of New Mexico,50,megawatthours
2023-01-09T00,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1128,megawatthours
2023-01-09T00,TSGT,TSGT - PNM,PNM,Public Service Company of New Mexico,282,megawatthours
2023-01-09T00,CSWS,AEPW American Electric Power West - SWPP,SWPP,Southwest Power Pool,4698,megawatthours
2023-01-09T00,EDE,Empire District Electric Company - SWPP,SWPP,Southwest Power Pool,614,megawatthours
2023-01-09T00,GRDA,Grand River Dam Authority - SWPP,SWPP,Southwest Power Pool,782,megawatthours
2023-01-09T00,INDN,Independence Power null - SWPP,SWPP,Southwest Power Pool,118,megawatthours
2023-01-09T00,KACY,Kansas City Board of Public Utilities - SWPP,SWPP,Southwest Power Pool,256,megawatthours
2023-01-09T00,KCPL,Kansas City Power & Light - SWPP,SWPP,Southwest Power Pool,1857,megawatthours
2023-01-09T00,LES,Lincoln Electric System - SWPP,SWPP,Southwest Power Pool,393,megawatthours
2023-01-09T00,MPS,KCP&L Greater Missouri Operations - SWPP,SWPP,Southwest Power Pool,1044,megawatthours
2023-01-09T00,NPPD,Nebraska Public Power District - SWPP,SWPP,Southwest Power Pool,1905,megawatthours
2023-01-09T00,OKGE,Oklahoma Gas and Electric Co. - SWPP,SWPP,Southwest Power Pool,3560,megawatthours
2023-01-09T00,OPPD,Omaha Public Power District - SWPP,SWPP,Southwest Power Pool,1484,megawatthours
2023-01-09T00,SECI,Sunflower Electric - SWPP,SWPP,Southwest Power Pool,569,megawatthours
2023-01-09T00,SPRM,City of Springfield - SWPP,SWPP,Southwest Power Pool,368,megawatthours
2023-01-09T00,SPS,Southwestern Public Service Company - SWPP,SWPP,Southwest Power Pool,3412,megawatthours
2023-01-09T00,WAUE,Western Area Power Upper Great Plains East - SWPP,SWPP,Southwest Power Pool,4003,megawatthours
2023-01-09T00,WFEC,Western Farmers Electric Cooperative - SWPP,SWPP,Southwest Power Pool,1086,megawatthours
2023-01-09T00,WR,Westar Energy - SWPP,SWPP,Southwest Power Pool,3410,megawatthours
2023-01-08T23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,10340,megawatthours
2023-01-08T23,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,9089,megawatthours
2023-01-08T23,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,1124,megawatthours
2023-01-08T23,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,53,megawatthours
2023-01-08T23,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",9980,megawatthours
2023-01-08T23,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",1381,megawatthours
2023-01-08T23,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",4814,megawatthours
2023-01-08T23,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",10998,megawatthours
2023-01-08T23,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",929,megawatthours
2023-01-08T23,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",6491,megawatthours
2023-01-08T23,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",3354,megawatthours
2023-01-08T23,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",1076,megawatthours
2023-01-08T23,4001,ISNE - Maine,ISNE,ISO New England,1671,megawatthours
2023-01-08T23,4002,ISNE - New Hampshire,ISNE,ISO New England,1606,megawatthours
2023-01-08T23,4003,ISNE - Vermont,ISNE,ISO New England,788,megawatthours
2023-01-08T23,4004,ISNE - Connecticut,ISNE,ISO New England,3767,megawatthours
2023-01-08T23,4005,ISNE - Rhode Island,ISNE,ISO New England,1040,megawatthours
2023-01-08T23,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1957,megawatthours
2023-01-08T23,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,2171,megawatthours
2023-01-08T23,4008,ISNE - Northeast Mass.,ISNE,ISO New England,3032,megawatthours
2023-01-08T23,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",11285,megawatthours
2023-01-08T23,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",5356,megawatthours
2023-01-08T23,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10023,megawatthours
2023-01-08T23,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",18013,megawatthours
2023-01-08T23,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10195,megawatthours
2023-01-08T23,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",16958,megawatthours
2023-01-08T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1817,megawatthours
2023-01-08T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1246,megawatthours
2023-01-08T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2060,megawatthours
2023-01-08T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,789,megawatthours
2023-01-08T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1037,megawatthours
2023-01-08T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1560,megawatthours
2023-01-08T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1270,megawatthours
2023-01-08T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,386,megawatthours
2023-01-08T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,698,megawatthours
2023-01-08T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5645,megawatthours
2023-01-08T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2523,megawatthours
2023-01-08T23,AE,Atlantic Electric zone - PJM,PJM,"PJM Interconnection, LLC",1291,megawatthours
2023-01-08T23,AEP,American Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",15933,megawatthours
2023-01-08T23,AP,Allegheny Power zone - PJM,PJM,"PJM Interconnection, LLC",6458,megawatthours
2023-01-08T23,ATSI,"American Transmission Systems, Inc. zone - PJM",PJM,"PJM Interconnection, LLC",7960,megawatthours
2023-01-08T23,BC,Baltimore Gas null zone - PJM,PJM,"PJM Interconnection, LLC",4050,megawatthours
2023-01-08T23,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",10732,megawatthours
2023-01-08T23,DAY,Dayton Power null zone - PJM,PJM,"PJM Interconnection, LLC",2064,megawatthours
2023-01-08T23,DEOK,Duke Energy Ohio/Kentucky zone  - PJM,PJM,"PJM Interconnection, LLC",3137,megawatthours
2023-01-08T23,DOM,Dominion Virginia Power zone - PJM,PJM,"PJM Interconnection, LLC",15484,megawatthours
2023-01-08T23,DPL,Delmarva Power null zone - PJM,PJM,"PJM Interconnection, LLC",2455,megawatthours
2023-01-08T23,DUQ,Duquesne Lighting Company zone - PJM,PJM,"PJM Interconnection, LLC",1533,megawatthours
2023-01-08T23,EKPC,East Kentucky Power Cooperative zone - PJM,PJM,"PJM Interconnection, LLC",1810,megawatthours
2023-01-08T23,JC,Jersey Central Power null zone - PJM,PJM,"PJM Interconnection, LLC",2872,megawatthours
2023-01-08T23,ME,Metropolitan Edison zone - PJM,PJM,"PJM Interconnection, LLC",2008,megawatthours
2023-01-08T23,PE,PECO Energy zone - PJM,PJM,"PJM Interconnection, LLC",4779,megawatthours
2023-01-08T23,PEP,Potomac Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",3724,megawatthours
2023-01-08T23,PL,Pennsylvania Power  zone - PJM,PJM,"PJM Interconnection, LLC",5370,megawatthours
2023-01-08T23,PN,Pennsylvania Electric zone - PJM,PJM,"PJM Interconnection, LLC",2098,megawatthours
2023-01-08T23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",5158,megawatthours
2023-01-08T23,RECO,Rockland Electric (East) zone - PJM,PJM,"PJM Interconnection, LLC",0,megawatthours
2023-01-08T23,CYGA,PNM-CYGA,PNM,Public Service Company of New Mexico,18,megawatthours
2023-01-08T23,Frep,Frep - PNM,PNM,Public Service Company of New Mexico,80,megawatthours
2023-01-08T23,Jica,Jicarilla Apache Nation - PNM,PNM,Public Service Company of New Mexico,2,megawatthours
2023-01-08T23,KAFB,KAFB - PNM,PNM,Public Service Company of New Mexico,43,megawatthours
2023-01-08T23,KCEC,KCEC - PNM,PNM,Public Service Company of New Mexico,19,megawatthours
2023-01-08T23,LAC,Los Alamos County - PNM,PNM,Public Service Company of New Mexico,48,megawatthours
2023-01-08T23,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1079,megawatthours
2023-01-08T23,TSGT,TSGT - PNM,PNM,Public Service Company of New Mexico,272,megawatthours
2023-01-08T23,CSWS,AEPW American Electric Power West - SWPP,SWPP,Southwest Power Pool,4418,megawatthours
2023-01-08T23,EDE,Empire District Electric Company - SWPP,SWPP,Southwest Power Pool,554,megawatthours
2023-01-08T23,GRDA,Grand River Dam Authority - SWPP,SWPP,Southwest Power Pool,757,megawatthours
2023-01-08T23,INDN,Independence Power null - SWPP,SWPP,Southwest Power Pool,107,megawatthours
2023-01-08T23,KACY,Kansas City Board of Public Utilities - SWPP,SWPP,Southwest Power Pool,242,megawatthours
2023-01-08T23,KCPL,Kansas City Power & Light - SWPP,SWPP,Southwest Power Pool,1705,megawatthours
2023-01-08T23,LES,Lincoln Electric System - SWPP,SWPP,Southwest Power Pool,362,megawatthours
2023-01-08T23,MPS,KCP&L Greater Missouri Operations - SWPP,SWPP,Southwest Power Pool,958,megawatthours
2023-01-08T23,NPPD,Nebraska Public Power District - SWPP,SWPP,Southwest Power Pool,1786,megawatthours
2023-01-08T23,OKGE,Oklahoma Gas and Electric Co. - SWPP,SWPP,Southwest Power Pool,3393,megawatthours
2023-01-08T23,OPPD,Omaha Public Power District - SWPP,SWPP,Southwest Power Pool,1383,megawatthours
2023-01-08T23,SECI,Sunflower Electric - SWPP,SWPP,Southwest Power Pool,550,megawatthours
2023-01-08T23,SPRM,City of Springfield - SWPP,SWPP,Southwest Power Pool,337,megawatthours
2023-01-08T23,SPS,Southwestern Public Service Company - SWPP,SWPP,Southwest Power Pool,3363,megawatthours
2023-01-08T23,WAUE,Western Area Power Upper Great Plains East - SWPP,SWPP,Southwest Power Pool,3822,megawatthours
2023-01-08T23,WFEC,Western Farmers Electric Cooperative - SWPP,SWPP,Southwest Power Pool,1022,megawatthours
2023-01-08T23,WR,Westar Energy - SWPP,SWPP,Southwest Power Pool,3199,megawatthours
2023-01-08T22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,9934,megawatthours
2023-01-08T22,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,9060,megawatthours
2023-01-08T22,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,1080,megawatthours
2023-01-08T22,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,64,megawatthours
2023-01-08T22,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",9969,megawatthours
2023-01-08T22,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",1357,megawatthours
2023-01-08T22,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",5030,megawatthours
2023-01-08T22,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",10914,megawatthours
2023-01-08T22,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",926,megawatthours
2023-01-08T22,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",6318,megawatthours
2023-01-08T22,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",3328,megawatthours
2023-01-08T22,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",1085,megawatthours
2023-01-08T22,4001,ISNE - Maine,ISNE,ISO New England,1583,megawatthours
2023-01-08T22,4002,ISNE - New Hampshire,ISNE,ISO New England,1500,megawatthours
2023-01-08T22,4003,ISNE - Vermont,ISNE,ISO New England,754,megawatthours
2023-01-08T22,4004,ISNE - Connecticut,ISNE,ISO New England,3519,megawatthours
2023-01-08T22,4005,ISNE - Rhode Island,ISNE,ISO New England,991,megawatthours
2023-01-08T22,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1837,megawatthours
2023-01-08T22,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,2041,megawatthours
2023-01-08T22,4008,ISNE - Northeast Mass.,ISNE,ISO New England,2881,megawatthours
2023-01-08T22,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10779,megawatthours
2023-01-08T22,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",5209,megawatthours
2023-01-08T22,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",9724,megawatthours
2023-01-08T22,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",17275,megawatthours
2023-01-08T22,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",9943,megawatthours
2023-01-08T22,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",16587,megawatthours
2023-01-08T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1746,megawatthours
2023-01-08T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1179,megawatthours
2023-01-08T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1921,megawatthours
2023-01-08T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,774,megawatthours
2023-01-08T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,967,megawatthours
2023-01-08T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1464,megawatthours
2023-01-08T22,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1181,megawatthours
