period,subba,subba-name,parent,parent-name,value,value-units
2023-03-18T00,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,8626,megawatthours
2023-03-18T00,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,9468,megawatthours
2023-03-18T00,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,1119,megawatthours
2023-03-18T00,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,43,megawatthours
2023-03-18T00,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",10745,megawatthours
2023-03-18T00,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",1479,megawatthours
2023-03-18T00,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",5413,megawatthours
2023-03-18T00,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",11896,megawatthours
2023-03-18T00,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",1103,megawatthours
2023-03-18T00,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",6931,megawatthours
2023-03-18T00,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",3307,megawatthours
2023-03-18T00,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",1207,megawatthours
2023-03-18T00,4001,ISNE - Maine,ISNE,ISO New England,1374,megawatthours
2023-03-18T00,4002,ISNE - New Hampshire,ISNE,ISO New England,1370,megawatthours
2023-03-18T00,4003,ISNE - Vermont,ISNE,ISO New England,695,megawatthours
2023-03-18T00,4004,ISNE - Connecticut,ISNE,ISO New England,3164,megawatthours
2023-03-18T00,4005,ISNE - Rhode Island,ISNE,ISO New England,887,megawatthours
2023-03-18T00,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1622,megawatthours
2023-03-18T00,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,1891,megawatthours
2023-03-18T00,4008,ISNE - Northeast Mass.,ISNE,ISO New England,2680,megawatthours
2023-03-18T00,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",11707,megawatthours
2023-03-18T00,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",5066,megawatthours
2023-03-18T00,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10228,megawatthours
2023-03-18T00,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",17885,megawatthours
2023-03-18T00,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10328,megawatthours
2023-03-18T00,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",17540,megawatthours
2023-03-18T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1777,megawatthours
2023-03-18T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1135,megawatthours
2023-03-18T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1790,megawatthours
2023-03-18T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,718,megawatthours
2023-03-18T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,942,megawatthours
2023-03-18T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1361,megawatthours
2023-03-18T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1114,megawatthours
2023-03-18T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,316,megawatthours
2023-03-18T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,622,megawatthours
2023-03-18T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5465,megawatthours
2023-03-18T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2198,megawatthours
2023-03-18T00,AE,Atlantic Electric zone - PJM,PJM,"PJM Interconnection, LLC",1114,megawatthours
2023-03-18T00,AEP,American Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",15162,megawatthours
2023-03-18T00,AP,Allegheny Power zone - PJM,PJM,"PJM Interconnection, LLC",5691,megawatthours
2023-03-18T00,ATSI,"American Transmission Systems, Inc. zone - PJM",PJM,"PJM Interconnection, LLC",7811,megawatthours
2023-03-18T00,BC,Baltimore Gas null zone - PJM,PJM,"PJM Interconnection, LLC",3221,megawatthours
2023-03-18T00,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",10998,megawatthours
2023-03-18T00,DAY,Dayton Power null zone - PJM,PJM,"PJM Interconnection, LLC",2118,megawatthours
2023-03-18T00,DEOK,Duke Energy Ohio/Kentucky zone  - PJM,PJM,"PJM Interconnection, LLC",3104,megawatthours
2023-03-18T00,DOM,Dominion Virginia Power zone - PJM,PJM,"PJM Interconnection, LLC",12372,megawatthours
2023-03-18T00,DPL,Delmarva Power null zone - PJM,PJM,"PJM Interconnection, LLC",1949,megawatthours
2023-03-18T00,DUQ,Duquesne Lighting Company zone - PJM,PJM,"PJM Interconnection, LLC",1517,megawatthours
2023-03-18T00,EKPC,East Kentucky Power Cooperative zone - PJM,PJM,"PJM Interconnection, LLC",1869,megawatthours
2023-03-18T00,JC,Jersey Central Power null zone - PJM,PJM,"PJM Interconnection, LLC",2464,megawatthours
2023-03-18T00,ME,Metropolitan Edison zone - PJM,PJM,"PJM Interconnection, LLC",1749,megawatthours
2023-03-18T00,PE,PECO Energy zone - PJM,PJM,"PJM Interconnection, LLC",4116,megawatthours
