period,subba,subba-name,parent,parent-name,value,value-units
2023-04-19T00,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,8517,megawatthours
2023-04-19T00,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,9682,megawatthours
2023-04-19T00,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,1055,megawatthours
2023-04-19T00,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,63,megawatthours
2023-04-19T00,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",13100,megawatthours
2023-04-19T00,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",1682,megawatthours
2023-04-19T00,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",5938,megawatthours
2023-04-19T00,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",13259,megawatthours
2023-04-19T00,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",1362,megawatthours
2023-04-19T00,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",8182,megawatthours
2023-04-19T00,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",4136,megawatthours
2023-04-19T00,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",1605,megawatthours
2023-04-19T00,4001,ISNE - Maine,ISNE,ISO New England,1278,megawatthours
2023-04-19T00,4002,ISNE - New Hampshire,ISNE,ISO New England,1293,megawatthours
2023-04-19T00,4003,ISNE - Vermont,ISNE,ISO New England,612,megawatthours
2023-04-19T00,4004,ISNE - Connecticut,ISNE,ISO New England,3048,megawatthours
2023-04-19T00,4005,ISNE - Rhode Island,ISNE,ISO New England,845,megawatthours
2023-04-19T00,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1522,megawatthours
2023-04-19T00,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,1797,megawatthours
2023-04-19T00,4008,ISNE - Northeast Mass.,ISNE,ISO New England,2537,megawatthours
2023-04-19T00,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",9886,megawatthours
2023-04-19T00,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",4574,megawatthours
2023-04-19T00,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",8761,megawatthours
2023-04-19T00,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",17257,megawatthours
2023-04-19T00,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",9222,megawatthours
2023-04-19T00,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",17814,megawatthours
2023-04-19T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1700,megawatthours
2023-04-19T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1127,megawatthours
2023-04-19T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1769,megawatthours
2023-04-19T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,672,megawatthours
2023-04-19T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,877,megawatthours
2023-04-19T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1296,megawatthours
2023-04-19T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1099,megawatthours
2023-04-19T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,290,megawatthours
2023-04-19T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,555,megawatthours
2023-04-19T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5314,megawatthours
2023-04-19T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2092,megawatthours
2023-04-19T00,AE,Atlantic Electric zone - PJM,PJM,"PJM Interconnection, LLC",1081,megawatthours
2023-04-19T00,AEP,American Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",13470,megawatthours
2023-04-19T00,AP,Allegheny Power zone - PJM,PJM,"PJM Interconnection, LLC",5278,megawatthours
2023-04-19T00,ATSI,"American Transmission Systems, Inc. zone - PJM",PJM,"PJM Interconnection, LLC",7195,megawatthours
2023-04-19T00,BC,Baltimore Gas null zone - PJM,PJM,"PJM Interconnection, LLC",3043,megawatthours
2023-04-19T00,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",9531,megawatthours
2023-04-19T00,DAY,Dayton Power null zone - PJM,PJM,"PJM Interconnection, LLC",1775,megawatthours
2023-04-19T00,DEOK,Duke Energy Ohio/Kentucky zone  - PJM,PJM,"PJM Interconnection, LLC",2666,megawatthours
2023-04-19T00,DOM,Dominion Virginia Power zone - PJM,PJM,"PJM Interconnection, LLC",12601,megawatthours
2023-04-19T00,DPL,Delmarva Power null zone - PJM,PJM,"PJM Interconnection, LLC",1786,megawatthours
2023-04-19T00,DUQ,Duquesne Lighting Company zone - PJM,PJM,"PJM Interconnection, LLC",1320,megawatthours
2023-04-19T00,EKPC,East Kentucky Power Cooperative zone - PJM,PJM,"PJM Interconnection, LLC",1418,megawatthours
2023-04-19T00,JC,Jersey Central Power null zone - PJM,PJM,"PJM Interconnection, LLC",2382,megawatthours
2023-04-19T00,ME,Metropolitan Edison zone - PJM,PJM,"PJM Interconnection, LLC",1699,megawatthours
2023-04-19T00,PE,PECO Energy zone - PJM,PJM,"PJM Interconnection, LLC",3863,megawatthours
2023-04-19T00,PEP,Potomac Electric Power zone - PJM,PJM,"PJM Interconnection, LLC",3023,megawatthours
2023-04-19T00,PL,Pennsylvania Power  zone - PJM,PJM,"PJM Interconnection, LLC",4683,megawatthours
2023-04-19T00,PN,Pennsylvania Electric zone - PJM,PJM,"PJM Interconnection, LLC",2063,megawatthours
2023-04-19T00,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",4493,megawatthours
2023-04-19T00,RECO,Rockland Electric (East) zone - PJM,PJM,"PJM Interconnection, LLC",148,megawatthours
2023-04-19T00,CYGA,PNM-CYGA,PNM,Public Service Company of New Mexico,17,megawatthours
2023-04-19T00,Frep,Frep - PNM,PNM,Public Service Company of New Mexico,68,megawatthours
2023-04-19T00,Jica,Jicarilla Apache Nation - PNM,PNM,Public Service Company of New Mexico,2,megawatthours
2023-04-19T00,KAFB,KAFB - PNM,PNM,Public Service Company of New Mexico,53,megawatthours
2023-04-19T00,KCEC,KCEC - PNM,PNM,Public Service Company of New Mexico,27,megawatthours
2023-04-19T00,LAC,Los Alamos County - PNM,PNM,Public Service Company of New Mexico,57,megawatthours
2023-04-19T00,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1154,megawatthours
2023-04-19T00,TSGT,TSGT - PNM,PNM,Public Service Company of New Mexico,269,megawatthours
2023-04-19T00,CSWS,AEPW American Electric Power West - SWPP,SWPP,Southwest Power Pool,5246,megawatthours
2023-04-19T00,EDE,Empire District Electric Company - SWPP,SWPP,Southwest Power Pool,594,megawatthours
2023-04-19T00,GRDA,Grand River Dam Authority - SWPP,SWPP,Southwest Power Pool,850,megawatthours
2023-04-19T00,INDN,Independence Power null - SWPP,SWPP,Southwest Power Pool,121,megawatthours
2023-04-19T00,KACY,Kansas City Board of Public Utilities - SWPP,SWPP,Southwest Power Pool,274,megawatthours
2023-04-19T00,KCPL,Kansas City Power & Light - SWPP,SWPP,Southwest Power Pool,1863,megawatthours
2023-04-19T00,LES,Lincoln Electric System - SWPP,SWPP,Southwest Power Pool,378,megawatthours
2023-04-19T00,MPS,KCP&L Greater Missouri Operations - SWPP,SWPP,Southwest Power Pool,1070,megawatthours
2023-04-19T00,NPPD,Nebraska Public Power District - SWPP,SWPP,Southwest Power Pool,1659,megawatthours
2023-04-19T00,OKGE,Oklahoma Gas and Electric Co. - SWPP,SWPP,Southwest Power Pool,4124,megawatthours
2023-04-19T00,OPPD,Omaha Public Power District - SWPP,SWPP,Southwest Power Pool,1415,megawatthours
2023-04-19T00,SECI,Sunflower Electric - SWPP,SWPP,Southwest Power Pool,727,megawatthours
2023-04-19T00,SPRM,City of Springfield - SWPP,SWPP,Southwest Power Pool,369,megawatthours
2023-04-19T00,SPS,Southwestern Public Service Company - SWPP,SWPP,Southwest Power Pool,4425,megawatthours
2023-04-19T00,WAUE,Western Area Power Upper Great Plains East - SWPP,SWPP,Southwest Power Pool,3731,megawatthours
2023-04-19T00,WFEC,Western Farmers Electric Cooperative - SWPP,SWPP,Southwest Power Pool,1173,megawatthours
2023-04-19T00,WR,Westar Energy - SWPP,SWPP,Southwest Power Pool,3761,megawatthours
2023-04-18T23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,8741,megawatthours
2023-04-18T23,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,10177,megawatthours
2023-04-18T23,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,1125,megawatthours
2023-04-18T23,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,76,megawatthours
2023-04-18T23,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",13297,megawatthours
2023-04-18T23,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",1669,megawatthours
2023-04-18T23,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",5895,megawatthours
2023-04-18T23,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",13217,megawatthours
2023-04-18T23,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",1356,megawatthours
2023-04-18T23,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",8111,megawatthours
2023-04-18T23,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",4258,megawatthours
2023-04-18T23,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",1612,megawatthours
2023-04-18T23,4001,ISNE - Maine,ISNE,ISO New England,1274,megawatthours
2023-04-18T23,4002,ISNE - New Hampshire,ISNE,ISO New England,1279,megawatthours
2023-04-18T23,4003,ISNE - Vermont,ISNE,ISO New England,591,megawatthours
2023-04-18T23,4004,ISNE - Connecticut,ISNE,ISO New England,2924,megawatthours
2023-04-18T23,4005,ISNE - Rhode Island,ISNE,ISO New England,823,megawatthours
2023-04-18T23,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1476,megawatthours
2023-04-18T23,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,1754,megawatthours
2023-04-18T23,4008,ISNE - Northeast Mass.,ISNE,ISO New England,2489,megawatthours
2023-04-18T23,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",9497,megawatthours
2023-04-18T23,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",4443,megawatthours
2023-04-18T23,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",8635,megawatthours
2023-04-18T23,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",17214,megawatthours
2023-04-18T23,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",9209,megawatthours
2023-04-18T23,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",17882,megawatthours
2023-04-18T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1691,megawatthours
2023-04-18T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1095,megawatthours
2023-04-18T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1703,megawatthours
2023-04-18T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,669,megawatthours
2023-04-18T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,857,megawatthours
2023-04-18T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1282,megawatthours
2023-04-18T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1056,megawatthours
2023-04-18T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,285,megawatthours
