period,subba,subba-name,parent,parent-name,value,value-units
2023-09-21T00,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,11632,megawatthours
2023-09-21T00,SCE,Southern California Edison - CISO,CISO,California Independent System Operator,12792,megawatthours
2023-09-21T00,SDGE,San Diego Gas and Electric - CISO,CISO,California Independent System Operator,1754,megawatthours
2023-09-21T00,VEA,Valley Electric Association  - CISO,CISO,California Independent System Operator,81,megawatthours
2023-09-21T00,COAS,ERCO - Coast,ERCO,"Electric Reliability Council of Texas, Inc.",19050,megawatthours
2023-09-21T00,EAST,ERCO - East,ERCO,"Electric Reliability Council of Texas, Inc.",2524,megawatthours
2023-09-21T00,FWES,ERCO - Far West,ERCO,"Electric Reliability Council of Texas, Inc.",5861,megawatthours
2023-09-21T00,NCEN,ERCO - North Central,ERCO,"Electric Reliability Council of Texas, Inc.",21387,megawatthours
2023-09-21T00,NRTH,ERCO - North,ERCO,"Electric Reliability Council of Texas, Inc.",1799,megawatthours
2023-09-21T00,SCEN,ERCO - South Central,ERCO,"Electric Reliability Council of Texas, Inc.",13278,megawatthours
2023-09-21T00,SOUT,ERCO - South,ERCO,"Electric Reliability Council of Texas, Inc.",5755,megawatthours
2023-09-21T00,WEST,ERCO - West,ERCO,"Electric Reliability Council of Texas, Inc.",2130,megawatthours
2023-09-21T00,4001,ISNE - Maine,ISNE,ISO New England,1427,megawatthours
2023-09-21T00,4002,ISNE - New Hampshire,ISNE,ISO New England,1406,megawatthours
2023-09-21T00,4003,ISNE - Vermont,ISNE,ISO New England,639,megawatthours
2023-09-21T00,4004,ISNE - Connecticut,ISNE,ISO New England,3337,megawatthours
2023-09-21T00,4005,ISNE - Rhode Island,ISNE,ISO New England,974,megawatthours
2023-09-21T00,4006,ISNE - Southeast Mass.,ISNE,ISO New England,1806,megawatthours
2023-09-21T00,4007,ISNE - Western/Central Mass.,ISNE,ISO New England,1958,megawatthours
2023-09-21T00,4008,ISNE - Northeast Mass.,ISNE,ISO New England,2898,megawatthours
2023-09-21T00,0001,Zone 1 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",13318,megawatthours
2023-09-21T00,0004,Zone 4 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",5638,megawatthours
2023-09-21T00,0006,Zone 6 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",11140,megawatthours
2023-09-21T00,0027,Zones 2 and 7 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",19855,megawatthours
2023-09-21T00,0035,Zones 3 and 5 - MISO,MISO,"Midcontinent Independent System Operator, Inc.",10987,megawatthours
2023-09-21T00,8910,"Zones 8, 9 and 10 - MISO",MISO,"Midcontinent Independent System Operator, Inc.",25009,megawatthours
2023-09-21T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1803,megawatthours
2023-09-21T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1108,megawatthours
2023-09-21T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1774,megawatthours
2023-09-21T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,636,megawatthours
2023-09-21T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,844,megawatthours
2023-09-21T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1383,megawatthours
2023-09-21T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1150,megawatthours
2023-09-21T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,297,megawatthours
2023-09-21T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,699,megawatthours
2023-09-21T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,6012,megawatthours
2023-09-21T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2635,megawatthours
2023-09-21T00,AE,Atlantic Electric zone - PJM,PJM,"PJM Interconnection, LLC",1379,megawatthours
